types,LocationAbbr,LocationDesc,LocationID,Topic,TopicID,YearStart,YearEnd,StratificationCategoryID1,StratificationID1,Question,QuestionID,DataValueType,DataValueTypeID,DataValueUnit,LowConfidenceLimit,HighConfidenceLimit,DataValueAlt,HospitalNumber,Population,predict_value
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2011,2011,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",104.3,115.7,110,14,1402054,107.25
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2012,2012,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",106.6,118,112.3,14,1402054,107.25
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2013,2013,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",106.1,117.4,111.8,14,1402054,107.25
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2014,2014,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",101.8,113,107.4,14,1402054,107.25
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2015,2015,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",101.7,112.8,107.2,14,1402054,107.25
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2016,2016,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",105.1,116.4,110.7,14,1402054,107.25
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2017,2017,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",103.7,114.9,109.3,14,1402054,107.25
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2018,2018,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",105.4,116.6,111,14,1402054,107.25
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2019,2019,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",97.9,108.7,103.3,14,1402054,107.25
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2020,2020,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",103.1,114.1,108.6,14,1402054,107.25
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2021,2021,OVERALL,OVR,mortality from coronary heart disease,CVD1_3,Crude Rate,CRDRATE,"cases per 100,000",,,107.25,14,1402054,107.25
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2010,2010,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",166.8,181.1,174,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2011,2011,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",169.8,184.2,177,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2012,2012,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",168.8,183.1,176,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2013,2013,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",176.6,191.2,183.9,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2014,2014,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",178.4,193,185.7,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2015,2015,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",185.8,200.7,193.2,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2016,2016,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",189.6,204.6,197.1,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2017,2017,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",195,210.3,202.6,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2018,2018,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",197.8,213,205.4,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2019,2019,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",191.6,206.6,199.1,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2020,2020,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",198.4,213.6,206,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2021,2021,OVERALL,OVR,mortality from diseases of the heart,CVD1_2,Crude Rate,CRDRATE,"cases per 100,000",,,208.78,14,1402054,208.78
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2010,2010,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",92,102.6,97.3,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2011,2011,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",95,105.9,100.4,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2012,2012,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",93,103.7,98.4,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2013,2013,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",99.9,110.9,105.4,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2014,2014,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",105,116.3,110.6,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2015,2015,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",112.3,124,118.1,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2016,2016,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",107.6,119.1,113.4,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2017,2017,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",121.6,133.7,127.6,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2018,2018,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",131.7,144.2,137.9,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2019,2019,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",127.1,139.3,133.2,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2020,2020,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",132.5,145,138.8,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2021,2021,OVERALL,OVR,mortality from heart failure,CVD1_4,Crude Rate,CRDRATE,"cases per 100,000",,,141.28,14,1402054,141.28
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2010,2010,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",219.1,235.4,227.3,14,1402054,267.54
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2011,2011,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",223.3,239.7,231.5,14,1402054,267.54
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2012,2012,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",217.2,233.4,225.3,14,1402054,267.54
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2013,2013,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",225.2,241.6,233.4,14,1402054,267.54
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2014,2014,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",229.9,246.5,238.2,14,1402054,267.54
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2015,2015,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",235.4,252.2,243.8,14,1402054,267.54
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2016,2016,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",243.9,260.9,252.4,14,1402054,267.54
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2017,2017,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",251.3,268.5,259.9,14,1402054,267.54
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2018,2018,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",252.4,269.6,261,14,1402054,267.54
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2019,2019,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",247.1,264.1,255.6,14,1402054,267.54
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2020,2020,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",258.5,275.8,267.1,14,1402054,267.54
Mortality,NH,New Hampshire,33,Cardiovascular Disease,CVD,2021,2021,OVERALL,OVR,mortality from total cardiovascular diseases,CVD1_1,Crude Rate,CRDRATE,"cases per 100,000",,,267.54,14,1402054,267.54
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2010,2010,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",75.2,84.8,80,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2011,2011,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",81.5,91.6,86.6,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2012,2012,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",79,88.8,83.9,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2013,2013,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",60.4,69.1,64.8,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2014,2014,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",61.1,69.8,65.5,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2015,2015,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",63.4,72.2,67.8,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2016,2016,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",54.6,62.8,58.7,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2017,2017,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",64.4,73.2,68.8,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2018,2018,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",69.2,78.3,73.7,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2019,2019,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",68.5,77.6,73,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2020,2020,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",73.1,82.4,77.7,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Kidney Disease,CKD,2021,2021,OVERALL,OVR,mortality with end-stage renal disease,CKD1_0,Crude Rate,CRDRATE,"cases per 100,000",,,68.79,14,1402054,68.79
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2010,2010,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",93.6,110,101.8,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2011,2011,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",97.1,113.7,105.4,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2012,2012,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",101.3,118.1,109.7,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2013,2013,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",97.5,113.8,105.6,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2014,2014,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",98.1,114.3,106.2,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2015,2015,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",100.1,116.4,108.2,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2016,2016,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",98,114,106,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2017,2017,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",105.8,122.4,114.1,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2018,2018,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",104.7,121.1,112.9,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2019,2019,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",103.5,119.7,111.6,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2020,2020,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",89.4,104.5,97,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2021,2021,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,COPD1_1,Crude Rate,CRDRATE,"cases per 100,000",,,107.55,14,1402054,107.55
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2010,2010,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",197.7,221.2,209.5,14,1402054,226.9
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2011,2011,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",206.7,230.4,218.5,14,1402054,226.9
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2012,2012,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",206,229.5,217.7,14,1402054,226.9
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2013,2013,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",205.2,228.5,216.8,14,1402054,226.9
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2014,2014,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",202.8,225.9,214.3,14,1402054,226.9
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2015,2015,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",207.4,230.6,219,14,1402054,226.9
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2016,2016,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",207,230,218.5,14,1402054,226.9
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2017,2017,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",214.4,237.7,226,14,1402054,226.9
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2018,2018,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",218.6,241.9,230.3,14,1402054,226.9
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2019,2019,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",214.1,237.2,225.7,14,1402054,226.9
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2020,2020,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",212.8,235.7,224.3,14,1402054,226.9
Mortality,NH,New Hampshire,33,Chronic Obstructive Pulmonary Disease,COPD,2021,2021,OVERALL,OVR,mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,COPD1_2,Crude Rate,CRDRATE,"cases per 100,000",,,226.9,14,1402054,226.9
Mortality,NH,New Hampshire,33,Diabetes,DIA,2010,2010,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",69.3,78.7,74,14,1402054,89.27
Mortality,NH,New Hampshire,33,Diabetes,DIA,2011,2011,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",70.7,80.2,75.4,14,1402054,89.27
Mortality,NH,New Hampshire,33,Diabetes,DIA,2012,2012,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",70.1,79.5,74.8,14,1402054,89.27
Mortality,NH,New Hampshire,33,Diabetes,DIA,2013,2013,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",75.5,85.3,80.4,14,1402054,89.27
Mortality,NH,New Hampshire,33,Diabetes,DIA,2014,2014,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",73.6,83.3,78.5,14,1402054,89.27
Mortality,NH,New Hampshire,33,Diabetes,DIA,2015,2015,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",73.3,82.8,78,14,1402054,89.27
Mortality,NH,New Hampshire,33,Diabetes,DIA,2016,2016,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",73.8,83.3,78.5,14,1402054,89.27
Mortality,NH,New Hampshire,33,Diabetes,DIA,2017,2017,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",77.3,87,82.1,14,1402054,89.27
Mortality,NH,New Hampshire,33,Diabetes,DIA,2018,2018,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",76.9,86.5,81.7,14,1402054,89.27
Mortality,NH,New Hampshire,33,Diabetes,DIA,2019,2019,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",78.6,88.3,83.5,14,1402054,89.27
Mortality,NH,New Hampshire,33,Diabetes,DIA,2020,2020,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",93,103.5,98.2,14,1402054,89.27
Mortality,NH,New Hampshire,33,Diabetes,DIA,2021,2021,OVERALL,OVR,mortality due to diabetes reported as any listed cause of death,DIA1_1,Crude Rate,CRDRATE,"cases per 100,000",,,89.27,14,1402054,89.27
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2010,2010,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",430.5,472,451.3,14,1402054,570.63
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2011,2011,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",469.3,512.2,490.8,14,1402054,570.63
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2012,2012,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",461.3,503.9,482.6,14,1402054,570.63
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2013,2013,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",470.9,514,492.5,14,1402054,570.63
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2014,2014,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",492.4,536.5,514.4,14,1402054,570.63
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2015,2015,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",491.2,535.2,513.2,14,1402054,570.63
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2016,2016,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",514.5,559.5,537,14,1402054,570.63
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2017,2017,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",519.1,564.4,541.7,14,1402054,570.63
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2018,2018,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",549.2,595.9,572.6,14,1402054,570.63
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2019,2019,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",529.5,575.7,552.6,14,1402054,570.63
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2020,2020,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",536.1,582.9,559.5,14,1402054,570.63
Mortality,NH,New Hampshire,33,Overarching Conditions,OVC,2021,2021,OVERALL,OVR,premature mortality among adults aged 45-64 years,OVC5_0,Crude Rate,CRDRATE,"cases per 100,000",,,570.63,14,1402054,570.63
Mortality,NJ,New Jersey,34,Alcohol,ALC,2010,2010,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",7.7,8.9,8.3,78,9290841,10.3
Mortality,NJ,New Jersey,34,Alcohol,ALC,2011,2011,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",8.3,9.5,8.9,78,9290841,10.3
Mortality,NJ,New Jersey,34,Alcohol,ALC,2012,2012,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",7.5,8.7,8.1,78,9290841,10.3
Mortality,NJ,New Jersey,34,Alcohol,ALC,2013,2013,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",8.3,9.6,8.9,78,9290841,10.3
Mortality,NJ,New Jersey,34,Alcohol,ALC,2014,2014,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",8.3,9.5,8.9,78,9290841,10.3
Mortality,NJ,New Jersey,34,Alcohol,ALC,2015,2015,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",8.1,9.3,8.7,78,9290841,10.3
Mortality,NJ,New Jersey,34,Alcohol,ALC,2016,2016,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",8.3,9.6,9,78,9290841,10.3
Mortality,NJ,New Jersey,34,Alcohol,ALC,2017,2017,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",8.2,9.5,8.9,78,9290841,10.3
Mortality,NJ,New Jersey,34,Alcohol,ALC,2018,2018,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",9.4,10.7,10,78,9290841,10.3
Mortality,NJ,New Jersey,34,Alcohol,ALC,2019,2019,OVERALL,OVR,chronic liver disease mortality,ALC6_0,Crude Rate,CRDRATE,"cases per 100,000",9,10.2,9.6,78,9290841,10.3
